posting_date,work_year,job_title,ai_role_category,experience_level,employment_type,salary_usd,salary_band,company_location,region,employee_residence,remote_type,company_size,industry,ai_tools_required,yoy_demand_change,high_demand,ai_disruption_risk,data_note
2023-02-28,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,342300.0,$250K+,United States,North America,United States,On-site,Large (250+),Technology,"Python, Scikit-learn, Imbalanced-learn, SMOTE",0.15,True,Low,real
2023-12-09,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,176100.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"Python, AutoML, H2O, PyCaret",0.18,True,Low,real
2023-10-01,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,100000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Kafka, Spark, Hadoop",0.22,True,Medium,real
2023-12-19,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,70000.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Apache Spark, Airflow, SQL",0.3,True,Medium,real
2023-11-05,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,85000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Flink, Kafka, Iceberg",0.15,True,Medium,real
2023-01-19,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,65000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Kafka, Spark, Hadoop",0.25,True,Medium,real
2023-10-01,2023,Data Scientist,Data Science,Senior,Full-Time,138784.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.07,False,Medium,real
2023-02-15,2023,Data Scientist,Data Science,Senior,Full-Time,83270.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.1,True,Medium,real
2023-02-16,2023,Data Analyst,Data Analytics,Entry Level,Full-Time,75000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Redash, Postgres",-0.02,False,High,real
2023-12-23,2023,Data Analyst,Data Analytics,Entry Level,Full-Time,70000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Superset, dbt, Snowflake",0.01,False,High,real
2023-03-07,2023,Data Analyst,Data Analytics,Senior,Full-Time,204500.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, dbt, Hex, Snowflake",-0.05,False,High,real
2023-10-26,2023,Data Analyst,Data Analytics,Senior,Full-Time,138900.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"R, SQL, ggplot2, Shiny",-0.02,False,High,real
2023-07-12,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,318300.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Scikit-learn, Feature-engine, SHAP",0.15,True,Low,real
2023-02-08,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,212200.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, JAX, Flax, TPU",0.18,True,Low,real
2023-01-05,2023,Data Engineer,Data Engineering,Senior,Full-Time,95000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.18,True,Medium,real
2023-06-10,2023,Data Engineer,Data Engineering,Senior,Full-Time,75000.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.25,True,Medium,real
2023-09-28,2023,Data Scientist,Data Science,Senior,Full-Time,195000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark, Databricks, SQL",0.08,False,Medium,real
2023-03-21,2023,Data Scientist,Data Science,Senior,Full-Time,160000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, XGBoost, SHAP, SQL",0.07,False,Medium,real
2023-06-05,2023,Analytics Engineer,Data Analytics,Senior,Full-Time,230000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Sigma, dbt, Databricks",0.22,True,High,real
2023-03-17,2023,Analytics Engineer,Data Analytics,Senior,Full-Time,143200.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Power BI, Excel, DAX",0.25,True,High,real
2023-01-26,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,100000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Apache Spark, Airflow, SQL",0.3,True,Medium,real
2023-12-05,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,70000.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.3,True,Medium,real
2023-05-22,2023,Business Data Analyst,Data Analytics,Mid Level,Full-Time,105000.0,$80K-$120K,United States,North America,United States,Hybrid,Large (250+),Technology,"R, SQL, ggplot2, Shiny",0.01,False,High,real
2023-10-15,2023,Data Scientist,Data Science,Mid Level,Full-Time,20670.0,<$50K,India,Asia Pacific,India,Remote,Large (250+),Technology,"Python, Pandas, SQL, Streamlit",0.12,True,Medium,real
2023-11-13,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,46178.0,<$50K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"SQL, Google Analytics, Python, Looker",0.03,False,High,real
2023-04-28,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,42533.0,<$50K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"SQL, Superset, dbt, Snowflake",0.03,False,High,real
2023-07-01,2023,Data Engineer,Data Engineering,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Kafka, Spark, Hadoop",0.15,True,Medium,real
2023-06-11,2023,Data Engineer,Data Engineering,Senior,Full-Time,115000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.3,True,Medium,real
2023-10-23,2023,Data Analyst,Data Analytics,Senior,Full-Time,168400.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Google Analytics, Python, Looker",-0.02,False,High,real
2023-07-01,2023,Data Analyst,Data Analytics,Senior,Full-Time,105200.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Tableau, Pandas",0.01,False,High,real
2023-05-11,2023,Applied Scientist,Data Science,Senior,Full-Time,309400.0,$250K+,United States,North America,United States,On-site,Large (250+),Technology,"Python, Scikit-learn, SQL, Power BI",0.1,True,Medium,real
2023-04-18,2023,Applied Scientist,Data Science,Senior,Full-Time,159100.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"Python, R, Tidyverse, ggplot2",0.1,True,Medium,real
2023-07-18,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,190000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Scikit-learn, XGBoost, Pandas",0.15,True,Low,real
2023-07-21,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,150000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, PyTorch, Scikit-learn, MLflow",0.3,True,Low,real
2023-06-26,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,162500.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, GCP Dataflow, BigQuery, Pub/Sub",0.3,True,Medium,real
2023-08-16,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,130000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.3,True,Medium,real
2023-04-13,2023,Analytics Engineer,Data Analytics,Senior,Full-Time,150000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",0.25,True,High,real
2023-10-07,2023,Analytics Engineer,Data Analytics,Senior,Full-Time,120000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Looker, Python, BigQuery",0.22,True,High,real
2023-05-01,2023,Data Engineer,Data Engineering,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Apache Spark, Airflow, SQL",0.25,True,Medium,real
2023-04-26,2023,Data Engineer,Data Engineering,Senior,Full-Time,120000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, GCP Dataflow, BigQuery, Pub/Sub",0.22,True,Medium,real
2023-12-16,2023,Applied Scientist,Data Science,Senior,Full-Time,222200.0,$180K-$250K,United States,North America,United States,On-site,Large (250+),Technology,"Python, SQL, dbt, Looker",0.12,True,Medium,real
2023-01-01,2023,Applied Scientist,Data Science,Senior,Full-Time,136000.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"R, Python, SAS, Tableau",0.12,True,Medium,real
2023-12-17,2023,Data Analyst,Data Analytics,Senior,Full-Time,54685.0,$50K-$80K,CF,Other,CF,Remote,Medium (50-250),Technology,"SQL, Jupyter, Pandas, Plotly",-0.05,False,High,real
2023-08-06,2023,Data Analyst,Data Analytics,Senior,Full-Time,42533.0,<$50K,CF,Other,CF,Remote,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",-0.05,False,High,real
2023-01-02,2023,Data Engineer,Data Engineering,Senior,Full-Time,241000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.22,True,Medium,real
2023-05-17,2023,Data Engineer,Data Engineering,Senior,Full-Time,155000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Scala, Spark, Kafka, HDFS",0.18,True,Medium,real
2023-06-06,2023,Data Engineer,Data Engineering,Senior,Full-Time,220000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Airbyte, dbt, Snowflake",0.22,True,Medium,real
2023-06-14,2023,Data Engineer,Data Engineering,Senior,Full-Time,190000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.25,True,Medium,real
2023-05-18,2023,Data Scientist,Data Science,Mid Level,Full-Time,66837.0,$50K-$80K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"Python, Polars, DuckDB, Plotly",0.07,False,Medium,real
2023-03-06,2023,Data Scientist,Data Science,Mid Level,Full-Time,54685.0,$50K-$80K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"Python, SQL, dbt, Looker",0.05,False,Medium,real
2020-05-10,2020,Data Analyst,Data Analytics,Executive,Full-Time,15000.0,<$50K,Canada,North America,Nigeria,On-site,Medium (50-250),Technology,"SQL, dbt, Hex, Snowflake",0.07,False,High,real
2023-12-24,2023,ETL Engineer,Data Engineering,Mid Level,Full-Time,85066.0,$80K-$120K,United Kingdom,Europe,United Kingdom,Remote,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.05,False,Medium,real
2023-08-18,2023,ETL Engineer,Data Engineering,Mid Level,Full-Time,57723.0,$50K-$80K,United Kingdom,Europe,United Kingdom,Remote,Medium (50-250),Technology,"Python, Luigi, Hive, Presto",0.1,True,Medium,real
2023-02-27,2023,Data Analyst,Data Analytics,Entry Level,Full-Time,85000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Looker, Python, BigQuery",-0.02,False,High,real
2023-06-09,2023,Data Analyst,Data Analytics,Entry Level,Full-Time,75000.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Jupyter, Pandas, Plotly",-0.02,False,High,real
2023-09-08,2023,Data Engineer,Data Engineering,Senior,Full-Time,160000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.22,True,Medium,real
2023-08-28,2023,Data Engineer,Data Engineering,Senior,Full-Time,140000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Apache Spark, Airflow, SQL",0.15,True,Medium,real
2023-11-10,2023,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,300000.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, LightGBM, CatBoost, Optuna",0.22,True,Low,real
2023-08-17,2023,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,250000.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark MLlib, Databricks, MLflow",0.25,True,Low,real
2023-08-23,2023,Data Scientist,Data Science,Senior,Full-Time,228000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, PyTorch, Pandas, Seaborn",0.12,True,Medium,real
2023-07-26,2023,Data Scientist,Data Science,Senior,Full-Time,186000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Pandas, SQL, Streamlit",0.05,False,Medium,real
2023-08-06,2023,Data Scientist,Data Science,Senior,Full-Time,190000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Pandas, Plotly",0.08,False,Medium,real
2023-06-14,2023,Data Scientist,Data Science,Senior,Full-Time,170000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"R, Python, SAS, Tableau",0.05,False,Medium,real
2023-02-22,2023,Research Engineer,Other AI / Data,Mid Level,Full-Time,230000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Airflow, Snowflake",0.05,False,Medium,real
2023-02-22,2023,Research Engineer,Other AI / Data,Mid Level,Full-Time,200000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, TensorFlow, SQL, AWS",0.12,True,Medium,real
2023-08-06,2023,Data Architect,Other AI / Data,Senior,Full-Time,180000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Airflow, Snowflake",0.07,False,Medium,real
2023-11-26,2023,Data Architect,Other AI / Data,Senior,Full-Time,115000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Pandas, Matplotlib",0.05,False,Medium,real
2023-01-07,2023,Data Architect,Other AI / Data,Senior,Full-Time,200000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"R, Python, SQL, ggplot2",0.08,False,Medium,real
2023-06-12,2023,Data Architect,Other AI / Data,Senior,Full-Time,115000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, R, SQL, Excel",0.1,True,Medium,real
2023-06-03,2023,Data DevOps Engineer,Other AI / Data,Senior,Full-Time,53654.0,$50K-$80K,France,Europe,France,Hybrid,Small (<50),Technology,"Python, SQL, Plotly, Streamlit",0.05,False,Medium,real
2023-11-14,2023,Data Engineer,Data Engineering,Executive,Full-Time,220000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Luigi, Hive, Presto",0.15,True,Medium,real
2023-04-22,2023,Data Engineer,Data Engineering,Executive,Full-Time,205000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Databricks, Unity Catalog, SQL",0.3,True,Medium,real
2023-12-19,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,180000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Airbyte, dbt, Snowflake",0.25,True,Medium,real
2023-11-23,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,130000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, GCP Dataflow, BigQuery, Pub/Sub",0.18,True,Medium,real
2023-11-16,2023,Data Engineer,Data Engineering,Senior,Full-Time,200000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Azure Data Factory, Synapse, SQL",0.22,True,Medium,real
2023-10-07,2023,Data Engineer,Data Engineering,Senior,Full-Time,150000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.18,True,Medium,real
